t,o,h,l,c
2018-06-19T14:45:00+0530,26276.05,26350.75,26274.95,26323.45
2018-06-19T15:00:00+0530,26325.35,26325.35,26257.15,26268.75
2018-06-19T15:15:00+0530,26269.35,26288.45,26225.7,26265.5
2018-06-20T09:15:00+0530,26320.45,26375.9,26320.45,26349.15
2018-06-20T09:30:00+0530,26346.9,26393.05,26330.9,26345.75
2018-06-20T09:45:00+0530,26345.1,26364.15,26341.75,26357.15
2018-06-20T10:00:00+0530,26356.15,26384.5,26352.25,26379.3
2018-06-20T10:15:00+0530,26378.05,26388.7,26352.1,26367.45
2018-06-20T10:30:00+0530,26369.15,26389.65,26359.85,26383.85
2018-06-20T10:45:00+0530,26383.05,26426.9,26369.55,26419.8
2018-06-20T11:00:00+0530,26420.35,26472.4,26417.25,26459.0
2018-06-20T11:15:00+0530,26459.8,26486.8,26455.3,26462.8
2018-06-20T11:30:00+0530,26463.05,26479.95,26449.6,26460.1
2018-06-20T11:45:00+0530,26458.8,26487.75,26458.8,26478.15
2018-06-20T12:00:00+0530,26480.25,26487.0,26448.75,26475.75
2018-06-20T12:15:00+0530,26474.8,26500.8,26474.8,26479.7
2018-06-20T12:30:00+0530,26481.0,26503.3,26479.85,26484.45
2018-06-20T12:45:00+0530,26486.0,26493.15,26470.75,26481.35
2018-06-20T13:00:00+0530,26483.25,26488.55,26469.25,26482.0
2018-06-20T13:15:00+0530,26479.05,26495.45,26474.65,26481.3
2018-06-20T13:30:00+0530,26481.65,26486.65,26452.7,26471.1
2018-06-20T13:45:00+0530,26471.1,26490.9,26449.7,26482.25
2018-06-20T14:00:00+0530,26482.85,26484.85,26446.1,26468.6
2018-06-20T14:15:00+0530,26467.35,26468.3,26440.1,26464.35
2018-06-20T14:30:00+0530,26465.5,26554.2,26462.1,26553.75
2018-06-20T14:45:00+0530,26553.75,26567.9,26506.8,26549.0
2018-06-20T15:00:00+0530,26548.95,26573.95,26544.4,26557.45
2018-06-20T15:15:00+0530,26559.55,26573.1,26548.45,26565.9
2018-06-21T09:15:00+0530,26645.3,26682.95,26605.75,26616.75
2018-06-21T09:30:00+0530,26623.45,26623.45,26564.5,26582.25
2018-06-21T09:45:00+0530,26582.75,26607.5,26561.05,26573.3
2018-06-21T10:00:00+0530,26573.6,26591.25,26562.1,26576.75
2018-06-21T10:15:00+0530,26578.65,26588.55,26533.85,26543.55
2018-06-21T10:30:00+0530,26543.15,26544.3,26502.9,26521.25
2018-06-21T10:45:00+0530,26521.15,26558.9,26503.35,26549.2
2018-06-21T11:00:00+0530,26547.0,26552.35,26530.4,26543.55
2018-06-21T11:15:00+0530,26541.9,26555.45,26536.5,26552.6
2018-06-21T11:30:00+0530,26551.5,26555.6,26486.15,26488.3
2018-06-21T11:45:00+0530,26488.35,26503.75,26474.35,26488.55
2018-06-21T12:00:00+0530,26489.0,26504.4,26476.5,26480.5
2018-06-21T12:15:00+0530,26479.95,26504.85,26479.95,26499.9
2018-06-21T12:30:00+0530,26503.05,26554.0,26501.1,26547.5
2018-06-21T12:45:00+0530,26547.0,26595.0,26538.85,26594.65
2018-06-21T13:00:00+0530,26593.1,26616.55,26588.05,26607.9
2018-06-21T13:15:00+0530,26606.9,26617.1,26563.75,26585.35
2018-06-21T13:30:00+0530,26585.3,26622.3,26582.6,26601.5
2018-06-21T13:45:00+0530,26601.35,26607.5,26585.85,26606.0
2018-06-21T14:00:00+0530,26606.55,26664.85,26606.55,26632.8
2018-06-21T14:15:00+0530,26632.1,26635.3,26566.5,26590.7
2018-06-21T14:30:00+0530,26590.2,26591.45,26518.3,26531.9
2018-06-21T14:45:00+0530,26530.25,26533.05,26487.95,26505.7
2018-06-21T15:00:00+0530,26506.85,26523.55,26456.05,26510.85
2018-06-21T15:15:00+0530,26510.55,26520.15,26479.35,26513.7
2018-06-22T09:15:00+0530,26518.4,26524.6,26412.35,26453.0
2018-06-22T09:30:00+0530,26446.95,26466.75,26422.1,26427.25
2018-06-22T09:45:00+0530,26426.05,26426.05,26364.85,26388.4
2018-06-22T10:00:00+0530,26390.05,26405.25,26376.6,26382.75
2018-06-22T10:15:00+0530,26381.85,26406.8,26365.6,26405.2
2018-06-22T10:30:00+0530,26405.5,26441.65,26397.05,26437.55
2018-06-22T10:45:00+0530,26437.25,26459.45,26418.25,26432.4
2018-06-22T11:00:00+0530,26431.15,26432.7,26381.05,26397.55
2018-06-22T11:15:00+0530,26397.45,26416.45,26384.7,26410.9
2018-06-22T11:30:00+0530,26411.2,26447.85,26409.9,26435.3
2018-06-22T11:45:00+0530,26435.1,26437.6,26411.85,26421.35
2018-06-22T12:00:00+0530,26421.65,26465.1,26417.2,26464.0
2018-06-22T12:15:00+0530,26462.0,26464.4,26436.4,26446.9
2018-06-22T12:30:00+0530,26445.3,26474.95,26442.7,26457.6
2018-06-22T12:45:00+0530,26456.55,26473.55,26447.4,26459.5
2018-06-22T13:00:00+0530,26460.65,26512.6,26455.45,26504.65
2018-06-22T13:15:00+0530,26503.2,26542.8,26490.15,26530.3
2018-06-22T13:30:00+0530,26532.3,26559.05,26516.9,26517.95
2018-06-22T13:45:00+0530,26519.15,26552.45,26501.0,26545.0
2018-06-22T14:00:00+0530,26543.8,26545.25,26512.3,26533.45
2018-06-22T14:15:00+0530,26531.5,26542.05,26505.6,26524.9
2018-06-22T14:30:00+0530,26524.55,26639.6,26522.55,26637.95
2018-06-22T14:45:00+0530,26633.65,26741.5,26625.95,26682.0
2018-06-22T15:00:00+0530,26681.55,26794.45,26675.65,26771.7
2018-06-22T15:15:00+0530,26772.3,26805.7,26759.15,26761.05
2018-06-25T09:15:00+0530,26718.15,26718.15,26667.05,26692.6
2018-06-25T09:30:00+0530,26693.0,26747.55,26690.55,26744.3
2018-06-25T09:45:00+0530,26745.05,26802.25,26732.9,26745.25
2018-06-25T10:00:00+0530,26743.6,26788.3,26720.25,26736.0
2018-06-25T10:15:00+0530,26737.4,26756.9,26716.75,26745.0
2018-06-25T10:30:00+0530,26743.5,26797.0,26738.35,26738.35
2018-06-25T10:45:00+0530,26737.4,26765.95,26716.9,26725.8
2018-06-25T11:00:00+0530,26725.05,26731.35,26657.75,26661.5
2018-06-25T11:15:00+0530,26660.7,26697.9,26657.05,26684.65
2018-06-25T11:30:00+0530,26685.0,26725.6,26673.5,26722.85
2018-06-25T11:45:00+0530,26722.85,26725.75,26695.4,26716.45
2018-06-25T12:00:00+0530,26717.0,26727.3,26695.8,26721.65
2018-06-25T12:15:00+0530,26721.55,26738.6,26701.6,26701.6
2018-06-25T12:30:00+0530,26702.65,26742.7,26701.45,26719.8
2018-06-25T12:45:00+0530,26721.6,26725.25,26676.15,26695.4
2018-06-25T13:00:00+0530,26691.6,26691.6,26645.45,26680.9
2018-06-25T13:15:00+0530,26682.35,26700.75,26660.85,26667.8
2018-06-25T13:30:00+0530,26668.75,26728.05,26659.95,26720.1
2018-06-25T13:45:00+0530,26720.1,26720.95,26664.45,26670.6
2018-06-25T14:00:00+0530,26669.85,26690.45,26639.7,26658.0
2018-06-25T14:15:00+0530,26655.5,26657.4,26616.1,26634.7
2018-06-25T14:30:00+0530,26635.95,26644.15,26584.15,26591.35
2018-06-25T14:45:00+0530,26590.65,26641.05,26573.05,26638.85
2018-06-25T15:00:00+0530,26639.25,26652.5,26591.2,26610.7
2018-06-25T15:15:00+0530,26615.1,26623.3,26585.5,26607.1
2018-06-26T09:15:00+0530,26495.65,26532.45,26483.0,26509.95
2018-06-26T09:30:00+0530,26511.05,26586.35,26501.45,26567.45
2018-06-26T09:45:00+0530,26567.6,26594.9,26554.4,26568.05
2018-06-26T10:00:00+0530,26566.1,26575.1,26523.15,26533.7
2018-06-26T10:15:00+0530,26533.7,26576.45,26523.25,26563.95
2018-06-26T10:30:00+0530,26563.6,26590.35,26554.1,26568.6
2018-06-26T10:45:00+0530,26567.9,26629.0,26567.9,26607.65
2018-06-26T11:00:00+0530,26609.15,26663.55,26597.95,26620.3
2018-06-26T11:15:00+0530,26620.6,26642.95,26608.4,26633.4
2018-06-26T11:30:00+0530,26634.75,26640.95,26606.8,26614.0
2018-06-26T11:45:00+0530,26614.4,26632.0,26614.05,26618.6
2018-06-26T12:00:00+0530,26617.8,26635.8,26601.45,26630.95
2018-06-26T12:15:00+0530,26631.45,26707.95,26630.45,26705.85
2018-06-26T12:30:00+0530,26706.45,26711.65,26658.8,26670.4
2018-06-26T12:45:00+0530,26670.2,26674.6,26632.95,26659.9
2018-06-26T13:00:00+0530,26659.25,26673.65,26640.15,26640.9
2018-06-26T13:15:00+0530,26641.25,26646.5,26554.4,26556.9
2018-06-26T13:30:00+0530,26556.45,26609.15,26545.8,26582.6
2018-06-26T13:45:00+0530,26583.95,26627.05,26573.3,26615.25
2018-06-26T14:00:00+0530,26615.8,26650.75,26615.2,26636.45
2018-06-26T14:15:00+0530,26636.9,26654.0,26597.95,26623.95
2018-06-26T14:30:00+0530,26623.75,26646.65,26610.75,26642.0
2018-06-26T14:45:00+0530,26642.0,26670.55,26618.2,26668.35
2018-06-26T15:00:00+0530,26667.7,26671.7,26569.5,26594.2
2018-06-26T15:15:00+0530,26594.05,26608.55,26573.5,26586.85
2018-06-27T09:15:00+0530,26616.3,26616.3,26556.15,26559.2
2018-06-27T09:30:00+0530,26560.5,26604.25,26546.65,26587.75
2018-06-27T09:45:00+0530,26588.25,26621.7,26585.0,26588.9
2018-06-27T10:00:00+0530,26589.5,26632.45,26581.0,26598.7
2018-06-27T10:15:00+0530,26601.95,26608.8,26561.5,26589.85
2018-06-27T10:30:00+0530,26589.05,26589.7,26538.3,26546.25
2018-06-27T10:45:00+0530,26546.15,26549.25,26521.15,26536.95
2018-06-27T11:00:00+0530,26535.45,26548.85,26530.25,26541.8
2018-06-27T11:15:00+0530,26545.0,26545.2,26514.15,26519.65
2018-06-27T11:30:00+0530,26517.65,26521.75,26452.15,26466.4
2018-06-27T11:45:00+0530,26467.0,26475.9,26435.65,26446.45
2018-06-27T12:00:00+0530,26445.35,26467.85,26439.1,26440.9
2018-06-27T12:15:00+0530,26440.5,26455.0,26409.6,26445.9
2018-06-27T12:30:00+0530,26448.65,26453.4,26426.55,26428.95
2018-06-27T12:45:00+0530,26428.05,26444.5,26399.0,26404.25
2018-06-27T13:00:00+0530,26404.4,26424.85,26366.25,26375.5
2018-06-27T13:15:00+0530,26374.8,26388.2,26338.4,26365.35
2018-06-27T13:30:00+0530,26367.9,26377.55,26341.85,26360.95
2018-06-27T13:45:00+0530,26368.15,26404.5,26359.85,26371.05
2018-06-27T14:00:00+0530,26377.3,26382.85,26349.4,26367.2
2018-06-27T14:15:00+0530,26368.4,26381.2,26345.9,26357.6
2018-06-27T14:30:00+0530,26357.7,26442.25,26356.25,26421.75
2018-06-27T14:45:00+0530,26420.25,26468.05,26420.0,26468.05
2018-06-27T15:00:00+0530,26472.1,26483.2,26405.1,26409.4
2018-06-27T15:15:00+0530,26410.95,26439.85,26384.8,26429.3
2018-06-28T09:15:00+0530,26398.1,26441.7,26345.3,26350.75
2018-06-28T09:30:00+0530,26352.15,26418.4,26346.85,26394.3
2018-06-28T09:45:00+0530,26392.95,26424.45,26374.05,26421.3
2018-06-28T10:00:00+0530,26424.25,26487.2,26420.8,26458.6
2018-06-28T10:15:00+0530,26458.55,26460.0,26413.8,26429.2
2018-06-28T10:30:00+0530,26428.35,26454.05,26405.5,26410.35
2018-06-28T10:45:00+0530,26409.95,26429.3,26404.7,26413.75
2018-06-28T11:00:00+0530,26413.5,26444.7,26405.35,26425.4
2018-06-28T11:15:00+0530,26426.8,26427.4,26366.5,26371.7
2018-06-28T11:30:00+0530,26373.9,26377.8,26344.2,26361.6
2018-06-28T11:45:00+0530,26359.7,26399.95,26354.1,26388.95
2018-06-28T12:00:00+0530,26388.45,26388.45,26305.15,26328.35
2018-06-28T12:15:00+0530,26326.25,26329.8,26293.65,26308.45
2018-06-28T12:30:00+0530,26307.3,26326.45,26291.35,26295.95
2018-06-28T12:45:00+0530,26295.55,26363.05,26289.85,26363.0
2018-06-28T13:00:00+0530,26362.55,26415.15,26344.8,26366.4
2018-06-28T13:15:00+0530,26365.1,26403.3,26359.65,26373.25
2018-06-28T13:30:00+0530,26373.7,26402.95,26355.5,26362.9
2018-06-28T13:45:00+0530,26365.4,26373.2,26320.45,26325.5
2018-06-28T14:00:00+0530,26326.1,26329.75,26240.05,26242.35
2018-06-28T14:15:00+0530,26243.3,26288.85,26210.95,26219.35
2018-06-28T14:30:00+0530,26220.55,26234.35,26162.7,26228.8
2018-06-28T14:45:00+0530,26228.7,26284.9,26197.7,26283.5
2018-06-28T15:00:00+0530,26283.75,26376.3,26266.0,26339.75
2018-06-28T15:15:00+0530,26340.5,26345.2,26280.3,26312.55
2018-06-29T09:15:00+0530,26312.7,26421.8,26293.0,26377.95
2018-06-29T09:30:00+0530,26379.05,26463.35,26378.25,26433.45
2018-06-29T09:45:00+0530,26434.25,26441.7,26376.1,26393.75
2018-06-29T10:00:00+0530,26394.4,26402.0,26333.05,26376.6
2018-06-29T10:15:00+0530,26379.55,26399.35,26370.5,26374.85
2018-06-29T10:30:00+0530,26374.05,26381.1,26333.35,26352.6
2018-06-29T10:45:00+0530,26352.65,26405.95,26342.6,26397.85
2018-06-29T11:00:00+0530,26397.45,26410.95,26385.15,26393.7
2018-06-29T11:15:00+0530,26393.55,26408.45,26383.2,26397.8
2018-06-29T11:30:00+0530,26397.1,26432.05,26393.35,26419.0
2018-06-29T11:45:00+0530,26414.7,26449.5,26386.65,26407.0
2018-06-29T12:00:00+0530,26406.3,26420.95,26383.65,26407.2
2018-06-29T12:15:00+0530,26408.3,26425.8,26400.9,26414.95
2018-06-29T12:30:00+0530,26416.35,26450.2,26410.65,26435.6
2018-06-29T12:45:00+0530,26436.65,26436.8,26403.8,26428.55
2018-06-29T13:00:00+0530,26428.05,26444.55,26412.7,26428.8
2018-06-29T13:15:00+0530,26429.95,26448.85,26392.6,26431.25
2018-06-29T13:30:00+0530,26430.9,26449.6,26416.7,26437.65
2018-06-29T13:45:00+0530,26437.85,26463.95,26422.65,26448.7
2018-06-29T14:00:00+0530,26448.1,26457.75,26420.15,26448.05
2018-06-29T14:15:00+0530,26446.5,26458.65,26322.2,26375.7
2018-06-29T14:30:00+0530,26374.0,26397.05,26356.7,26371.0
2018-06-29T14:45:00+0530,26369.0,26385.55,26338.7,26345.8
2018-06-29T15:00:00+0530,26341.95,26394.9,26341.5,26381.6
2018-06-29T15:15:00+0530,26382.95,26384.55,26343.2,26360.9
2019-01-01T09:15:00+0530,27231.4,27236.45,27088.4,27119.8
2019-01-01T09:30:00+0530,27120.3,27123.3,27074.25,27103.6
2019-01-01T09:45:00+0530,27104.7,27119.1,27035.7,27052.7
2019-01-01T10:00:00+0530,27051.65,27078.35,27038.8,27070.7
2019-01-01T10:15:00+0530,27071.0,27092.85,27061.3,27076.9
2019-01-01T10:30:00+0530,27078.2,27099.1,27064.95,27079.1
2019-01-01T10:45:00+0530,27077.85,27094.5,27057.45,27085.65
2019-01-01T11:00:00+0530,27082.85,27116.5,27082.35,27112.7
2019-01-01T11:15:00+0530,27111.75,27119.1,27081.6,27083.35
2019-01-01T11:30:00+0530,27084.25,27106.65,27080.65,27099.3
2019-01-01T11:45:00+0530,27100.5,27114.0,27095.3,27109.15
2019-01-01T12:00:00+0530,27108.95,27122.85,27105.55,27111.9
2019-01-01T12:15:00+0530,27114.4,27121.1,27086.55,27087.8
2019-01-01T12:30:00+0530,27087.95,27088.45,27060.4,27074.3
2019-01-01T12:45:00+0530,27072.8,27081.7,27054.75,27062.2
2019-01-01T13:00:00+0530,27062.35,27094.55,27059.5,27093.15
2019-01-01T13:15:00+0530,27093.45,27094.85,27075.65,27085.05
2019-01-01T13:30:00+0530,27084.8,27087.15,27021.55,27043.2
2019-01-01T13:45:00+0530,27045.75,27068.85,27035.85,27062.35
2019-01-01T14:00:00+0530,27062.45,27100.35,27057.0,27080.65
2019-01-01T14:15:00+0530,27081.05,27188.25,27076.6,27188.25
2019-01-01T14:30:00+0530,27186.85,27308.85,27179.8,27294.15
2019-01-01T14:45:00+0530,27294.1,27356.35,27294.1,27346.35
2019-01-01T15:00:00+0530,27346.1,27395.1,27326.05,27386.8
2019-01-01T15:15:00+0530,27385.0,27428.85,27380.0,27411.15
2019-01-02T09:15:00+0530,27297.0,27361.05,27208.55,27326.7
2019-01-02T09:30:00+0530,27327.8,27331.4,27242.15,27294.95
2019-01-02T09:45:00+0530,27296.85,27347.4,27277.35,27329.5
2019-01-02T10:00:00+0530,27332.55,27342.2,27304.3,27321.8
2019-01-02T10:15:00+0530,27322.85,27396.6,27315.4,27359.4
2019-01-02T10:30:00+0530,27358.85,27367.55,27327.35,27352.5
2019-01-02T10:45:00+0530,27351.5,27388.25,27342.95,27365.4
2019-01-02T11:00:00+0530,27368.65,27386.95,27351.8,27355.4
2019-01-02T11:15:00+0530,27355.35,27368.15,27333.6,27348.65
2019-01-02T11:30:00+0530,27347.55,27391.3,27345.05,27373.9
2019-01-02T11:45:00+0530,27373.95,27383.45,27340.5,27373.05
2019-01-02T12:00:00+0530,27377.85,27389.75,27356.8,27384.1
2019-01-02T12:15:00+0530,27386.85,27386.85,27272.8,27272.85
2019-01-02T12:30:00+0530,27271.35,27300.65,27219.45,27220.5
2019-01-02T12:45:00+0530,27217.75,27241.4,27158.1,27225.65
2019-01-02T13:00:00+0530,27225.4,27241.7,27201.55,27210.4
2019-01-02T13:15:00+0530,27210.9,27224.65,27148.35,27180.0
2019-01-02T13:30:00+0530,27181.25,27186.7,27112.4,27129.65
2019-01-02T13:45:00+0530,27129.05,27162.9,27077.85,27141.1
2019-01-02T14:00:00+0530,27142.65,27144.0,27081.75,27133.2
2019-01-02T14:15:00+0530,27132.65,27145.55,27087.3,27129.85
2019-01-02T14:30:00+0530,27130.9,27226.4,27113.55,27202.95
2019-01-02T14:45:00+0530,27198.75,27223.5,27133.05,27197.75
2019-01-02T15:00:00+0530,27193.3,27212.15,27145.2,27156.9
2019-01-02T15:15:00+0530,27157.15,27165.2,27129.6,27155.85
2019-01-03T09:15:00+0530,27181.6,27187.8,27052.1,27065.65
2019-01-03T09:30:00+0530,27066.45,27171.35,27064.75,27149.45
2019-01-03T09:45:00+0530,27148.3,27162.4,27111.65,27127.8
2019-01-03T10:00:00+0530,27130.3,27165.45,27128.2,27158.95
2019-01-03T10:15:00+0530,27160.85,27175.9,27137.4,27151.05
2019-01-03T10:30:00+0530,27151.75,27162.05,27083.3,27093.15
2019-01-03T10:45:00+0530,27094.45,27094.45,27047.05,27075.3
2019-01-03T11:00:00+0530,27074.7,27114.75,27067.2,27102.75
2019-01-03T11:15:00+0530,27102.25,27103.4,27065.0,27072.15
2019-01-03T11:30:00+0530,27064.6,27080.3,26985.85,27007.65
2019-01-03T11:45:00+0530,27006.65,27031.3,26987.75,27012.8
2019-01-03T12:00:00+0530,27013.1,27037.25,27007.6,27021.6
2019-01-03T12:15:00+0530,27020.1,27033.1,26977.75,27000.8
2019-01-03T12:30:00+0530,26999.6,27060.2,26997.0,27032.15
2019-01-03T12:45:00+0530,27032.05,27049.2,27006.0,27015.35
2019-01-03T13:00:00+0530,27015.6,27087.8,27014.9,27062.3
2019-01-03T13:15:00+0530,27062.95,27092.0,27043.05,27052.25
2019-01-03T13:30:00+0530,27048.6,27050.65,26943.25,26976.0
2019-01-03T13:45:00+0530,26976.25,27026.8,26941.25,27014.2
2019-01-03T14:00:00+0530,27012.1,27042.75,26952.95,26973.7
2019-01-03T14:15:00+0530,26972.65,27002.45,26962.5,26986.85
2019-01-03T14:30:00+0530,26987.15,27023.05,26977.15,26987.7
2019-01-03T14:45:00+0530,26986.1,27023.0,26966.7,26999.2
2019-01-03T15:00:00+0530,26996.15,26998.1,26947.95,26959.3
2019-01-03T15:15:00+0530,26962.45,26969.25,26923.75,26930.55
2019-01-04T09:15:00+0530,26999.7,27085.1,26993.8,27036.35
2019-01-04T09:30:00+0530,27036.15,27053.25,26962.4,26973.7
2019-01-04T09:45:00+0530,26974.8,27004.25,26927.1,26984.4
2019-01-04T10:00:00+0530,26985.6,26985.6,26939.2,26979.8
2019-01-04T10:15:00+0530,26977.25,26979.35,26934.0,26946.0
2019-01-04T10:30:00+0530,26948.35,26984.95,26926.9,26956.15
2019-01-04T10:45:00+0530,26956.15,27022.4,26940.0,27005.35
2019-01-04T11:00:00+0530,27008.4,27126.2,27005.75,27068.95
2019-01-04T11:15:00+0530,27069.2,27099.05,27064.4,27078.05
2019-01-04T11:30:00+0530,27078.15,27155.85,27078.15,27148.25
2019-01-04T11:45:00+0530,27151.65,27158.0,27112.35,27113.45
2019-01-04T12:00:00+0530,27114.5,27145.45,27094.35,27126.5
2019-01-04T12:15:00+0530,27126.2,27183.45,27110.8,27171.25
2019-01-04T12:30:00+0530,27171.2,27224.8,27170.9,27214.05
2019-01-04T12:45:00+0530,27216.35,27271.85,27213.6,27233.9
2019-01-04T13:00:00+0530,27238.2,27255.8,27228.35,27243.05
2019-01-04T13:15:00+0530,27243.05,27252.5,27200.5,27234.75
2019-01-04T13:30:00+0530,27235.9,27274.05,27221.0,27230.0
2019-01-04T13:45:00+0530,27229.9,27231.3,27154.25,27179.0
2019-01-04T14:00:00+0530,27179.4,27193.35,27087.3,27090.5
2019-01-04T14:15:00+0530,27093.55,27151.65,27059.25,27109.65
2019-01-04T14:30:00+0530,27107.75,27196.7,27106.9,27187.35
2019-01-04T14:45:00+0530,27187.75,27219.2,27177.9,27209.5
2019-01-04T15:00:00+0530,27209.4,27224.15,27155.4,27189.2
2019-01-04T15:15:00+0530,27189.0,27214.65,27179.95,27202.55
2019-01-07T09:15:00+0530,27378.65,27427.4,27369.5,27382.85
2019-01-07T09:30:00+0530,27384.05,27446.4,27382.6,27407.65
2019-01-07T09:45:00+0530,27406.25,27438.95,27380.8,27433.85
2019-01-07T10:00:00+0530,27434.3,27460.5,27427.65,27449.55
2019-01-07T10:15:00+0530,27448.0,27476.8,27446.85,27449.55
2019-01-07T10:30:00+0530,27452.95,27473.0,27435.05,27462.2
2019-01-07T10:45:00+0530,27461.95,27468.25,27421.8,27433.75
2019-01-07T11:00:00+0530,27433.85,27467.8,27418.6,27436.15
2019-01-07T11:15:00+0530,27434.4,27465.75,27426.1,27448.55
2019-01-07T11:30:00+0530,27449.65,27453.1,27384.5,27388.35
2019-01-07T11:45:00+0530,27391.1,27435.05,27390.55,27431.35
2019-01-07T12:00:00+0530,27431.75,27441.2,27409.1,27427.35
2019-01-07T12:15:00+0530,27426.65,27439.7,27408.25,27427.6
2019-01-07T12:30:00+0530,27427.9,27451.7,27423.05,27444.65
2019-01-07T12:45:00+0530,27445.2,27452.8,27425.05,27443.45
2019-01-07T13:00:00+0530,27444.35,27450.3,27405.65,27436.6
2019-01-07T13:15:00+0530,27437.6,27463.0,27424.45,27434.2
2019-01-07T13:30:00+0530,27433.35,27440.8,27394.7,27424.15
2019-01-07T13:45:00+0530,27424.45,27427.2,27369.45,27420.35
2019-01-07T14:00:00+0530,27419.85,27458.3,27412.05,27443.75
2019-01-07T14:15:00+0530,27445.95,27448.9,27412.7,27419.8
2019-01-07T14:30:00+0530,27420.6,27430.3,27368.0,27377.05
2019-01-07T14:45:00+0530,27377.3,27382.9,27283.25,27298.35
2019-01-07T15:00:00+0530,27293.4,27327.35,27282.85,27305.85
2019-01-07T15:15:00+0530,27305.75,27323.5,27282.35,27296.85
2019-01-08T09:15:00+0530,27301.9,27301.9,27165.15,27217.6
2019-01-08T09:30:00+0530,27217.55,27246.65,27201.55,27233.9
2019-01-08T09:45:00+0530,27234.25,27293.35,27234.2,27260.2
2019-01-08T10:00:00+0530,27258.85,27342.6,27258.85,27306.55
2019-01-08T10:15:00+0530,27306.15,27342.5,27303.4,27336.25
2019-01-08T10:30:00+0530,27332.55,27341.45,27299.75,27318.6
2019-01-08T10:45:00+0530,27317.8,27318.85,27257.95,27273.85
2019-01-08T11:00:00+0530,27273.35,27287.55,27254.7,27280.45
2019-01-08T11:15:00+0530,27280.65,27286.75,27258.9,27282.05
2019-01-08T11:30:00+0530,27282.15,27288.5,27227.15,27249.85
2019-01-08T11:45:00+0530,27248.0,27263.85,27241.0,27246.55
2019-01-08T12:00:00+0530,27248.7,27313.0,27244.65,27306.65
2019-01-08T12:15:00+0530,27307.65,27326.3,27295.3,27299.65
2019-01-08T12:30:00+0530,27299.45,27316.15,27274.55,27307.85
2019-01-08T12:45:00+0530,27307.3,27332.85,27306.3,27315.45
2019-01-08T13:00:00+0530,27316.35,27353.95,27315.05,27319.85
2019-01-08T13:15:00+0530,27320.45,27343.85,27286.85,27342.0
2019-01-08T13:30:00+0530,27340.25,27407.25,27324.05,27374.05
2019-01-08T13:45:00+0530,27375.15,27413.25,27375.15,27397.35
2019-01-08T14:00:00+0530,27395.6,27473.95,27393.8,27455.5
2019-01-08T14:15:00+0530,27463.95,27490.35,27452.4,27470.05
2019-01-08T14:30:00+0530,27470.25,27481.95,27450.8,27451.5
2019-01-08T14:45:00+0530,27453.55,27472.45,27436.3,27466.55
2019-01-08T15:00:00+0530,27467.8,27519.1,27463.85,27517.25
2019-01-08T15:15:00+0530,27517.5,27539.2,27486.75,27499.05
2019-01-09T09:15:00+0530,27651.25,27683.05,27592.4,27601.4
2019-01-09T09:30:00+0530,27598.75,27650.9,27582.0,27627.0
2019-01-09T09:45:00+0530,27626.45,27640.85,27608.95,27616.25
2019-01-09T10:00:00+0530,27615.55,27628.45,27582.5,27606.85
2019-01-09T10:15:00+0530,27605.7,27639.45,27589.5,27631.2
2019-01-09T10:30:00+0530,27630.8,27634.0,27608.65,27613.6
2019-01-09T10:45:00+0530,27614.3,27633.2,27591.25,27597.6
2019-01-09T11:00:00+0530,27598.6,27613.8,27580.65,27608.85
2019-01-09T11:15:00+0530,27608.35,27617.8,27586.0,27613.15
2019-01-09T11:30:00+0530,27611.45,27637.5,27601.65,27606.45
2019-01-09T11:45:00+0530,27610.5,27622.3,27599.7,27618.2
2019-01-09T12:00:00+0530,27618.0,27626.45,27601.75,27623.1
2019-01-09T12:15:00+0530,27622.7,27639.5,27597.35,27602.6
2019-01-09T12:30:00+0530,27603.35,27659.0,27597.55,27647.0
2019-01-09T12:45:00+0530,27647.1,27678.35,27647.1,27660.5
2019-01-09T13:00:00+0530,27660.75,27675.85,27645.15,27674.0
2019-01-09T13:15:00+0530,27670.95,27690.3,27662.55,27687.8
2019-01-09T13:30:00+0530,27683.15,27704.6,27633.0,27638.05
2019-01-09T13:45:00+0530,27639.75,27644.25,27477.65,27494.0
2019-01-09T14:00:00+0530,27496.75,27538.7,27412.5,27524.1
2019-01-09T14:15:00+0530,27526.7,27551.4,27491.35,27523.3
2019-01-09T14:30:00+0530,27525.5,27623.7,27502.3,27593.75
2019-01-09T14:45:00+0530,27594.1,27696.35,27594.1,27661.95
2019-01-09T15:00:00+0530,27663.2,27751.35,27655.6,27742.4
2019-01-09T15:15:00+0530,27740.4,27752.95,27703.55,27711.2
2019-01-10T09:15:00+0530,27713.55,27713.55,27591.1,27604.5
2019-01-10T09:30:00+0530,27606.35,27625.1,27558.3,27584.0
2019-01-10T09:45:00+0530,27583.25,27622.25,27572.6,27593.4
2019-01-10T10:00:00+0530,27592.45,27619.55,27574.4,27603.8
2019-01-10T10:15:00+0530,27604.65,27670.65,27595.3,27655.05
2019-01-10T10:30:00+0530,27653.8,27684.4,27617.6,27621.6
2019-01-10T10:45:00+0530,27619.15,27630.05,27606.35,27614.25
2019-01-10T11:00:00+0530,27613.25,27618.7,27568.7,27579.45
2019-01-10T11:15:00+0530,27581.0,27594.1,27556.7,27563.75
2019-01-10T11:30:00+0530,27567.9,27596.35,27563.35,27585.85
